Freq.	V(vout)
1.82402167871180e+004	-1.64044213159326e+000
1.86650860159397e+004	-1.64049683034125e+000
1.90998517204286e+004	-1.64055435668044e+000
1.95447444191160e+004	-1.64061486499598e+000
2.00000000000000e+004	-1.64067851908332e+000
2.00000000000000e+001	-1.25160250544710e+000
2.04658598456151e+001	-1.07028099924879e+000
2.09425709610180e+001	-8.92418501551584e-001
2.14303861047521e+001	-7.18071193773126e-001
2.19295639228637e+001	-5.47289836339856e-001
2.24403690860393e+001	-3.80119648127829e-001
2.29630724299377e+001	-2.16600209110629e-001
2.34979510987906e+001	-5.67653865788200e-002
2.40452886923483e+001	9.93567148212384e-002
2.46053754162476e+001	2.51743779177664e-001
2.51785082358833e+001	4.00379281585856e-001
2.57649910338627e+001	5.45252466847790e-001
2.63651347711281e+001	6.86358304972951e-001
2.69792576518331e+001	8.23697424002337e-001
2.76076852920577e+001	9.57276020826807e-001
2.82507508924551e+001	1.08710575079903e+000
2.89087954149185e+001	1.21320359706285e+000
2.95821677633641e+001	1.33559172065537e+000
3.02712249687242e+001	1.45429729253127e+000
3.09763323782496e+001	1.56935230877254e+000
3.16978638492223e+001	1.68079339032755e+000
3.24362019471786e+001	1.78866156869961e+000
3.31917381487512e+001	1.89300205907856e+000
3.39648730492349e+001	1.99386402245462e+000
3.47560165749875e+001	2.09130031828808e+000
3.55655882007784e+001	2.18536724935702e+000
3.63940171721997e+001	2.27612430038488e+000
3.72417427332573e+001	2.36363387208476e+000
3.81092143592649e+001	2.44796101221371e+000
3.89968919951609e+001	2.52917314523137e+000
3.99052462993776e+001	2.60733980210010e+000
4.08347588933906e+001	2.68253235171861e+000
4.17859226170808e+001	2.75482373543047e+000
4.27592417900446e+001	2.82428820596233e+000
4.37552324789910e+001	2.89100107207517e+000
4.47744227713668e+001	2.95503845012122e+000
4.58173530553554e+001	3.01647702359650e+000
4.68845763063984e+001	3.07539381169359e+000
4.79766583803898e+001	3.13186594771496e+000
4.90941783137006e+001	3.18597046814391e+000
5.02377286301916e+001	3.23778411300706e+000
5.14079156553772e+001	3.28738313809115e+000
5.26053598379076e+001	3.33484313942044e+000
5.38306960785383e+001	3.38023889031803e+000
5.50845740667633e+001	3.42364419125267e+000
5.63676586252890e+001	3.46513173256138e+000
5.76806300625321e+001	3.50477297004001e+000
5.90241845333277e+001	3.54263801329906e+000
6.03990344080403e+001	3.57879552669577e+000
6.18059086502718e+001	3.61331264255819e+000
6.32455532033675e+001	3.64625488635647e+000
6.47187313859256e+001	3.67768611341374e+000
6.62262242965182e+001	3.70766845667210e+000
6.77688312278404e+001	3.73626228500112e+000
